35365,443,1429042320.82067,1429042320.165898,11,9,20,0,0,0,10,9,19,5,2,7,0,0,0,0,0,0,0,0,0,1880,4262,6142,5,6,11,1880,4262,6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,7,7,1,1,0,0,0,0,0,0,0,0,0,1460,1350,1338,1338,65,45,375,710,40576,46592,29312,43648,0,0,35584,44016,1682,1339,1,1,529,602,572,441,199,1338,1,1,0,0,0,0,0,0,0,0,0.032161,0.031088,    26.6,    30.5,0,0,22426.072266,50840.382812,4,5,25.513000,0.030000,25.968000,0.178000,25.811855,0.063399,0.213364,0.064162,25.513000,0.040000,1,1,25.513000,0.040000,25.513000,0.040000,25.510448,0.039996,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,2,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,0,1,0,1,1,1,1
443,35365,1429042320.165930,1429042320.166899,14,6,20,0,0,0,14,6,20,0,6,6,0,0,0,0,0,0,0,0,0,17479,0,17479,14,0,14,17479,0,17479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,319,0,1248,0,364,353,364,346,0,0,364,351,3961,1,319,1,2001,1,0,0,1639,0,2,0,0,0,0,0,0,0,0,0,0.000969,0.000000,     0.3,     0.2,0,0,18038184.000000,0.000000,6,0,0.010000,0.000000,0.043000,0.000000,0.020166,0.000000,0.013467,0.000000,0.000000,0.000000,2,0,0.010000,0.000000,0.011000,0.000000,0.010499,0.000000,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,1,1
35365,443,1429042320.166910,1429042320.167562,7,13,20,0,0,0,7,13,20,7,0,7,0,0,0,0,0,0,0,0,0,0,16370,16370,0,13,13,0,16370,16370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,530,0,1259,353,364,353,364,0,0,353,364,1,2659,1,531,0,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000602,     0.1,     0.1,0,0,0.000000,25107362.000000,0,6,0.000000,0.010000,0.000000,0.014000,0.000000,0.011833,0.000000,0.001835,0.000000,0.000000,0,1,0.000000,0.012000,0.000000,0.012000,0.000000,0.011999,0.000000,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,1,1
443,35365,1429042320.167695,1429042320.192085,12,8,20,0,0,0,12,8,20,0,6,6,0,0,0,0,0,0,0,0,0,14682,106,14788,12,2,14,14682,106,14788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,61,73,45,1223,52,364,534,364,353,0,0,364,412,2677,107,1266,1,1775,88,1230,41,1320,0,1,0,0,0,0,0,0,0,0,0,0.024380,0.008011,    23.4,    15.4,0,0,601968.000000,4346.043457,7,0,0.010000,0.000000,0.036000,0.000000,0.020571,0.000000,0.009931,0.000000,0.000000,0.000000,4,0,0.010000,0.000000,0.028000,0.000000,0.015250,0.000000,0.008539,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,1,1
443,35365,1429042320.192109,1429042320.192966,14,6,20,0,0,0,14,6,20,0,6,6,0,0,0,0,0,0,0,0,0,18732,0,18732,14,0,14,18732,0,18732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,1338,0,1337,0,364,571,364,571,0,0,364,571,2677,107,1338,107,1912,107,0,0,2676,0,2,0,0,0,0,0,0,0,0,0,0.000857,0.000000,     0.1,     0.2,0,0,21857642.000000,0.000000,6,0,0.008000,0.000000,0.015000,0.000000,0.010666,0.000000,0.002338,0.000000,0.000000,0.000000,6,0,0.008000,0.000000,0.015000,0.000000,0.010666,0.000000,0.002338,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,1,1
35365,443,1429042320.192979,1429042320.216923,7,13,20,0,0,0,7,13,20,7,1,8,0,0,0,0,0,0,0,0,0,0,14718,14718,0,12,12,0,14718,14718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,536,0,1226,576,364,571,364,0,0,572,364,107,2677,1,1,76,1689,83,375,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.023855,    23.4,    15.9,0,0,0.000000,614684.250000,0,6,0.000000,0.009000,0.000000,0.029000,0.000000,0.014666,0.000000,0.008406,0.000000,0.000000,0,5,0.000000,0.009000,0.000000,0.021000,0.000000,0.011800,0.000000,0.005167,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,1,1
443,35365,1429042320.216941,1429042320.218065,14,6,20,0,0,0,14,6,20,0,6,6,0,0,0,0,0,0,0,0,0,18732,0,18732,14,0,14,18732,0,18732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,1338,0,1337,0,364,687,364,621,0,0,364,669,2677,1,1338,1,1912,1,889,0,2676,0,2,0,0,0,0,0,0,0,0,0,0.001124,0.000000,     0.4,     0.6,0,0,16665480.000000,0.000000,6,0,0.010000,0.000000,0.030000,0.000000,0.016833,0.000000,0.008612,0.000000,0.000000,0.000000,6,0,0.010000,0.000000,0.030000,0.000000,0.016833,0.000000,0.008612,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,1,1
35365,443,1429042320.218076,1429042320.218661,8,12,20,0,0,0,8,12,20,7,0,7,0,0,0,0,0,0,0,0,0,45,16056,16101,1,12,13,45,16056,16101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1338,45,1338,44,1337,687,364,687,364,0,0,687,364,46,2677,1,1339,34,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000529,     0.1,     0.1,0,0,76923.078125,27446154.000000,0,6,0.000000,0.007000,0.000000,0.010000,0.000000,0.009000,0.000000,0.001095,0.000000,0.000000,0,6,0.000000,0.007000,0.000000,0.010000,0.000000,0.009000,0.000000,0.001095,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,1,1
443,35365,1429042320.218713,1429042320.219336,14,6,20,0,0,0,14,6,20,0,6,6,0,0,0,0,0,0,0,0,0,17394,0,17394,14,0,14,17394,0,17394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,502,0,1242,0,364,687,364,687,0,0,364,687,2677,46,503,46,1757,46,0,0,2676,0,2,0,0,0,0,0,0,0,0,0,0.000623,0.000000,     0.1,     0.1,0,0,27919744.000000,0.000000,6,0,0.009000,0.000000,0.015000,0.000000,0.011333,0.000000,0.002422,0.000000,0.000000,0.000000,5,0,0.009000,0.000000,0.013000,0.000000,0.010600,0.000000,0.001817,0.000000,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,1,1
35365,443,1429042320.219343,1429042320.219948,7,13,20,0,0,0,7,13,20,7,0,7,0,0,0,0,0,0,0,0,0,0,17394,17394,0,13,13,0,17394,17394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338,0,1338,0,1337,687,364,687,364,0,0,687,364,46,2677,46,1339,39,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000555,     0.1,     0.1,0,0,0.000000,28750414.000000,0,6,0.000000,0.010000,0.000000,0.013000,0.000000,0.011333,0.000000,0.001033,0.000000,0.000000,0,6,0.000000,0.010000,0.000000,0.013000,0.000000,0.011333,0.000000,0.001033,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,6,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,1,1,1,1
